bucket_start,price_open,price_high,price_low,price_close,price_vwap,price_unit,price_source,price_trade_count,price_staleness_seconds,tvl_token_close,tvl_usd_close,tvl_snapshot_block,volume_token,volume_usd,swap_count,active_trader_count,liquidity_added_token,liquidity_removed_token,net_lp_flow_token,gross_lp_activity_token,recycling_share,lp_add_event_count,lp_remove_event_count,active_lp_count,lp_identity_coverage,withdrawal_amount_coverage,actual_transfer_in_token,actual_transfer_out_token,actual_transfer_net_token,pool_transfer_event_count,price_return,tvl_change,net_lp_flow_ratio,gross_lp_activity_ratio,actual_transfer_net_ratio,withdrawal_ratio,volume_turnover,close_vwap_gap,measured_pool_count,verified_pool_count,data_coverage,is_imputed
2022-09-09T20:00:00+00:00,0.015823582388157786,0.015872662874923168,0.015823582388157786,0.015872662874923168,0.015826969184467445,WETH,pool_swap_ratio,2,1889,31369.627170294974,,15504751,217.37572448063364,,2,2,0.0,0.0,0.0,0.0,,0,0,,,,217.37572448063364,0.0,217.37572448063364,2,,,,,,,,0.0028870777419953697,2,3,price=observed;tvl=observed;lp_amount=none,False
2022-09-09T21:00:00+00:00,,,,0.015872662874923168,,WETH,pool_swap_ratio,0,5489,31369.627170294974,,15504751,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-09T22:00:00+00:00,,,,0.015872662874923168,,WETH,pool_swap_ratio,0,9089,31369.627170294974,,15504751,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-09T23:00:00+00:00,,,,0.015872662874923168,,WETH,pool_swap_ratio,0,12689,31369.627170294974,,15504751,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-10T00:00:00+00:00,,,,0.015872662874923168,,WETH,pool_swap_ratio,0,16289,31369.627170294974,,15504751,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-10T01:00:00+00:00,,,,0.015872662874923168,,WETH,pool_swap_ratio,0,19889,31369.627170294974,,15504751,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-10T02:00:00+00:00,0.015787131335084366,0.0158582285596581,0.015754633148498818,0.0158582285596581,0.0157691140768557,WETH,pool_swap_ratio,3,161,32767.594318141237,,15506395,143.064,,3,2,0.0,0.0,0.0,0.0,,0,0,,,,143.064,0.0,143.064,3,-0.0009097958240768444,0.04359991169312193,0.0,0.0,0.004560589745722972,0.0,0.004560589745722972,0.005651204142989474,3,3,price=observed;tvl=observed;lp_amount=none,False
2022-09-10T03:00:00+00:00,,,,0.0158582285596581,,WETH,pool_swap_ratio,0,3761,32767.594318141237,,15506395,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-10T04:00:00+00:00,,,,0.0158582285596581,,WETH,pool_swap_ratio,0,7361,32767.594318141237,,15506395,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-10T05:00:00+00:00,,,,0.0158582285596581,,WETH,pool_swap_ratio,0,10961,32767.594318141237,,15506395,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,3,price=carried;tvl=carried;lp_amount=none,True
2022-09-10T06:00:00+00:00,,,,0.0158582285596581,,WETH,pool_swap_ratio,0,14561,32767.594318141237,,15506395,0.0,,0,0,0.0,0.0,0.0,0.0,,0,0,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,3,price=carried;tvl=carried;lp_amount=none,True
